Parsing Opcorpora --->
Parsing is finished
The results of processing:
 Слов рассмотренно : 981315
 Нераспознано слов : 19.856722866765512 %
 Точность определения леммы слова : 75.02315974492902 %
 Статистика по леммам :
---
представить 67 INFN
большинство 67 NOUN
взвизгнул 67 VERB
любопытство 66 NOUN
треск 66 NOUN
испытание 66 NOUN
стадион 66 NOUN
мрачный 66 ADJF
занимаюсь 66 VERB
проворчал 66 VERB
наверху 66 ADVB
опасность 66 NOUN
уселся 66 VERB
искать 66 INFN
представил 66 VERB
спать 66 INFN
развернул 66 VERB
подождал 66 VERB
соседний 65 ADJF
подхватил 65 VERB
рухнул 65 VERB
победа 65 NOUN
зову 65 VERB
жаба 65 NOUN
спрятал 65 VERB
борьба 65 NOUN
молчание 65 NOUN
слух 65 NOUN
похож 65 ADJS
бокал 64 NOUN
проход 64 NOUN
испуган 64 ADJS
черта 64 NOUN
виктор 64 NOUN
доска 64 NOUN
приятный 64 ADJF
метнулся 64 VERB
отчего 64 ADVB
заметив 64 GRND
догадался 64 VERB
банка 64 NOUN
способность 64 NOUN
зритель 64 NOUN
молчу 64 VERB
выдохнул 64 VERB
высок 64 ADJS
коснулся 64 VERB
обещаю 64 VERB
прорычал 64 VERB
услышать 64 INFN
открыть 64 INFN
гиппогриф 63 NOUN
огненный 63 ADJF
колдунья 63 NOUN
ох 63 INTJ
круг 63 NOUN
отказался 63 VERB
народ 63 NOUN
изумление 63 NOUN
летаю 63 VERB
маг 63 NOUN
довольный 63 ADJF
слева 63 ADVB
подушка 63 NOUN
обращаясь 62 GRND
шутка 62 NOUN
свеча 62 NOUN
помогаю 62 VERB
быстрый 62 ADJF
живот 62 NOUN
объяснить 62 INFN
змеиный 62 ADJF
враг 62 NOUN
полетел 62 VERB
ненавижу 62 VERB
повез 62 VERB
малейший 62 ADJF
улыбаюсь 62 VERB
например 62 CONJ
рукав 62 NOUN
занят 62 PRTS
попасть 62 INFN
считать 62 INFN
появляюсь 62 VERB
вина 61 NOUN
приближаюсь 61 VERB
выбрал 61 VERB
подослал 61 VERB
территория 61 NOUN
волна 61 NOUN
двор 61 NOUN
шанс 61 NOUN
означаю 61 VERB
невозможен 61 ADJS
плащ 61 NOUN
птица 61 NOUN
присутствие 61 NOUN
сиденье 61 NOUN
наконец-то 61 CONJ
котёл 61 NOUN
чаша 61 NOUN
вне 61 ADVB
пропустил 61 VERB
выяснить 61 INFN
ждать 61 INFN
ворота 61 NOUN
еда 60 NOUN
локоть 60 NOUN
целую 60 VERB
жена 60 NOUN
оружие 60 NOUN
нетерпеливо 60 ADVB
мечтаю 60 VERB
решительно 60 ADVB
учебный 60 ADJF
фрэнк 60 NOUN
заставить 60 INFN
застыл 60 ADJS
постучал 60 VERB
безопасность 60 NOUN
уйти 60 INFN
девять 60 NUMR
поверхность 60 NOUN
колин 60 NOUN
результат 60 NOUN
заметен 60 ADJS
ужин 60 NOUN
оставшийся 60 PRTF
состояние 60 NOUN
настроение 60 NOUN
выпрямился 60 VERB
рыжий 60 ADJF
отступил 60 VERB
взревел 60 VERB
розовый 60 ADJF
зашагал 60 VERB
тревога 60 NOUN
переулок 60 NOUN
свиток 60 NOUN
крупный 60 ADJF
яростен 60 ADJS
склонился 59 VERB
сивый 59 ADJF
вызвал 59 VERB
внутрь 59 PREP
спокойный 59 ADJF
весть 59 NOUN
прячусь 59 VERB
пятно 59 NOUN
громче 59 COMP
замер 59 NOUN
морфин 59 NOUN
грохот 59 NOUN
беру 59 VERB
поверить 59 INFN
кот 59 NOUN
власть 59 NOUN
обязателен 59 ADJS
лежащий 58 PRTF
борода 58 NOUN
хлопнул 58 VERB
подозреваю 58 VERB
единый 58 ADJF
присоединился 58 VERB
сверху 58 PREP
чащу 58 VERB
событие 58 NOUN
холл 58 NOUN
устал 58 ADJS
выкрикнул 58 VERB
признался 58 VERB
мелкий 58 ADJF
глупый 58 ADJF
приехал 58 VERB
противоположный 58 ADJF
скорее 58 COMP
заставляю 58 VERB
внутренний 58 ADJF
отошёл 58 VERB
всякий 58 ADJF
остаток 57 NOUN
решение 57 NOUN
скользнул 57 VERB
привидение 57 NOUN
написан 57 PRTS
призрак 57 NOUN
чувствуя 57 GRND
сверкающий 57 ADJF
доношусь 57 VERB
сейф 57 NOUN
сборная 57 NOUN
пристально 57 ADVB
черных 57 NOUN
недавно 57 ADVB
по-твоему 57 CONJ
прочее 57 NPRO
сжал 57 VERB
кой 57 ADJF
летучий 56 ADJF
буква 56 NOUN
лампа 56 NOUN
последовал 56 VERB
ловец 56 NOUN
привёл 56 VERB
тележка 56 NOUN
стёк 56 VERB
вызываю 56 VERB
прохрипел 56 VERB
рост 56 NOUN
человеческий 56 ADJF
тьма 56 NOUN
куст 55 NOUN
разрешение 55 NOUN
вернул 55 VERB
опасен 55 ADJS
мягкий 55 ADJF
начался 55 VERB
легче 55 COMP
поправил 55 VERB
сожаление 55 NOUN
дым 55 NOUN
ведьма 55 NOUN
ходить 55 INFN
сливочный 55 ADJF
выиграл 55 VERB
золото 55 NOUN
хрипл 55 ADJS
дая 55 NOUN
согласен 55 ADJS
домыл 55 VERB
сантиметр 55 NOUN
ручка 55 NOUN
справился 55 VERB
вмешался 55 VERB
оставив 55 GRND
неуверен 54 ADJS
удача 54 NOUN
карета 54 NOUN
жертва 54 NOUN
занял 54 VERB
лондон 54 NOUN
навстречу 54 ADVB
записка 54 NOUN
рассеян 54 ADJS
ясный 54 ADJF
крохотный 54 ADJF
требую 54 VERB
лифт 54 NOUN
верный 54 ADJF
передал 54 VERB
бал 54 NOUN
крестный 54 ADJF
прошипел 54 VERB
точка 54 NOUN
подземелье 54 NOUN
убийство 54 NOUN
солнечный 53 ADJF
стремителен 53 ADJS
похожу 53 VERB
стук 53 NOUN
туман 53 NOUN
теню 53 VERB
число 53 NOUN
стоящий 53 PRTF
либо 53 CONJ
понимаете 53 CONJ
рассказ 53 NOUN
сияющий 53 PRTF
приятно 53 ADVB
развернулся 53 VERB
вхожу 53 VERB
отличный 53 ADJF
летом 53 ADVB
деревня 53 NOUN
конверт 53 NOUN
впечатление 53 NOUN
поймать 53 INFN
уронил 52 VERB
проникнуть 52 INFN
оставить 52 INFN
животное 52 NOUN
школьник 52 NOUN
запах 52 VERB
милый 52 ADJF
средство 52 NOUN
придумал 52 VERB
глупость 52 NOUN
нырнул 52 VERB
слабо 52 ADVB
центр 52 NOUN
личен 52 ADJS
взмыл 52 VERB
намного 52 ADVB
повернувшись 52 GRND
обращаю 52 VERB
направление 52 NOUN
тема 52 NOUN
выбор 52 NOUN
чемпионат 52 NOUN
ровен 52 ADJS
состою 52 VERB
взлетел 52 VERB
торчу 52 VERB
лежавший 51 PRTF
кружок 51 NOUN
прижал 51 VERB
смеюсь 51 VERB
потянулся 51 VERB
капитан 51 NOUN
понравился 51 VERB
глухой 51 ADJF
беспокоюсь 51 VERB
иметь 51 INFN
толстые 51 NOUN
вздрогнул 51 VERB
сбежал 51 VERB
раскрыл 51 VERB
качество 51 NOUN
читать 51 INFN
кусочек 51 NOUN
поздно 51 ADVB
бумага 51 NOUN
сад 51 NOUN
устремился 51 VERB
волнение 51 NOUN
играть 51 INFN
замолчал 51 VERB
веко 51 NOUN
совет 51 NOUN
бью 51 VERB
зная 51 GRND
слушать 51 INFN
голубой 51 ADJF
взорвался 51 VERB
назвал 50 VERB
сообразил 50 VERB
стакан 50 NOUN
клюв 50 NOUN
молодец 50 NOUN
гневен 50 ADJS
оказываюсь 50 VERB
спешил 50 VERB
второй 50 ADJF
выхватил 50 VERB
палата 50 NOUN
спас 50 NOUN
осколок 50 NOUN
машина 50 NOUN
разговаривать 50 INFN
судорожно 50 ADVB
вечно 50 ADVB
берегу 50 VERB
по-настоящему 50 ADVB
нормальный 50 ADJF
оглядел 50 VERB
пароль 50 NOUN
врезаюсь 50 VERB
низкий 50 ADJF
судья 50 NOUN
чудо 50 NOUN
тихонько 50 ADVB
добр 50 ADJS
позднее 50 COMP
тень 50 NOUN
строг 49 ADJS
родился 49 VERB
слышать 49 INFN
признак 49 NOUN
отвращение 49 NOUN
короток 49 ADJS
мешочек 49 NOUN
интерес 49 NOUN
указывая 49 GRND
глубина 49 NOUN
горю 49 VERB
честь 49 NOUN
покрытый 49 PRTF
сообщить 49 INFN
ношу 49 VERB
чародей 49 NOUN
слышусь 49 VERB
оказаться 49 INFN
сжимая 49 GRND
виднеюсь 49 VERB
пятый 49 ADJF
восемь 49 NUMR
сажусь 49 VERB
совершил 49 VERB
постелил 49 VERB
кончился 49 VERB
позволяю 49 VERB
клуб 48 NOUN
село 48 NOUN
винтовой 48 ADJF
открываю 48 VERB
доверяю 48 VERB
перевернул 48 VERB
мощный 48 ADJF
учиться 48 INFN
мешаю 48 VERB
спускаюсь 48 VERB
взрослый 48 NOUN
закон 48 NOUN
когда-нибудь 48 ADVB
выбрался 48 VERB
влетел 48 VERB
чулан 48 NOUN
зря 48 ADVB
многий 48 ADJF
поток 48 NOUN
подал 48 VERB
могила 48 NOUN
прийти 48 INFN
отвернулся 48 VERB
замер 48 VERB
рана 48 NOUN
диадема 48 NOUN
парю 48 VERB
покраснел 48 VERB
прервал 48 VERB
дурак 48 NOUN
подарил 48 VERB
встречаюсь 47 VERB
полчаса 47 NOUN
создаю 47 VERB
неплохо 47 ADVB
задрожал 47 VERB
чтоб 47 CONJ
невольно 47 ADVB
сумочка 47 NOUN
кое-кто 47 NPRO
свежий 47 ADJF
журнал 47 NOUN
хлопок 47 NOUN
нахмурился 47 VERB
усмехнулся 47 VERB
холод 47 NOUN
заходил 47 VERB
общество 47 NOUN
устроил 47 VERB
сцена 47 NOUN
пронзительный 47 ADJF
студент 47 NOUN
проверить 47 INFN
разглядеть 47 INFN
сумасшедший 47 ADJF
дважды 47 ADVB
случаюсь 47 VERB
показывая 47 GRND
показать 47 INFN
приблизился 47 VERB
вправду 47 ADVB
дурацкий 46 ADJF
невероятный 46 ADJF
дверной 46 ADJF
молодая 46 NOUN
входной 46 ADJF
битва 46 NOUN
надеясь 46 GRND
бормочу 46 VERB
повторяю 46 VERB
факт 46 NOUN
добраться 46 INFN
задумчиво 46 ADVB
злость 46 NOUN
жидкость 46 NOUN
волнуюсь 46 VERB
нагнулся 46 VERB
отвечаю 46 VERB
ожидая 46 GRND
ухмыльнулся 46 VERB
живу 46 VERB
снаружи 46 PREP
доказательство 46 NOUN
разом 46 ADVB
бежать 46 INFN
главное 46 CONJ
вслух 46 ADVB
чудесный 46 ADJF
верить 46 INFN
количество 46 NOUN
спасти 46 INFN
услыша 46 GRND
естествен 46 ADJS
передний 46 ADJF
мешок 46 NOUN
убрал 46 VERB
предупреждаю 46 VERB
уровень 46 NOUN
известный 45 ADJF
чудовище 45 NOUN
звонок 45 NOUN
полон 45 ADJS
замечаю 45 VERB
отношусь 45 VERB
получаю 45 VERB
цепь 45 NOUN
ощущаю 45 VERB
выдавил 45 VERB
вынужден 45 PRTS
связанный 45 ADJF
идиот 45 NOUN
сок 45 NOUN
дыра 45 NOUN
думая 45 GRND
благодарю 45 VERB
обнял 45 VERB
мотоцикл 45 NOUN
слуга 45 NOUN
сводя 45 GRND
трюк 45 NOUN
прекратил 45 VERB
участник 45 NOUN
будущий 45 ADJF
счастлив 45 ADJS
висевший 45 PRTF
засунул 45 VERB
поехал 45 VERB
проблема 45 NOUN
веду 45 VERB
поблизости 45 ADVB
жест 45 NOUN
должность 45 NOUN
выйти 44 INFN
похожее 44 COMP
свалился 44 VERB
горячо 44 ADVB
засмеялся 44 VERB
посоветовал 44 VERB
пробежал 44 VERB
название 44 NOUN
старуха 44 NOUN
международный 44 ADJF
родной 44 ADJF
дошёл 44 VERB
прибыл 44 VERB
вовремя 44 ADVB
дружен 44 ADJS
забываю 44 VERB
рано 44 ADVB
лунный 44 ADJF
чуть-чуть 44 ADVB
отыскал 44 VERB
принять 44 INFN
наблюдая 44 GRND
дальнейший 44 ADJF
исключил 44 VERB
автомобиль 44 NOUN
презрителен 44 ADJS
помахал 44 VERB
связан 44 PRTS
провести 44 INFN
барьер 44 NOUN
тридцать 44 NUMR
задача 44 NOUN
юный 44 ADJF
взглянуть 44 INFN
интересный 43 ADJF
простонал 43 VERB
обращаюсь 43 VERB
обменялся 43 VERB
подробность 43 NOUN
рассердился 43 VERB
стук 43 INTJ
ворвался 43 VERB
погиб 43 NOUN
невероятен 43 ADJS
требуюсь 43 VERB
пиво 43 NOUN
чрезвычайно 43 ADVB
угрожающе 43 ADVB
дочь 43 NOUN
парень 43 NOUN
нисколько 43 ADVB
научился 43 VERB
вцепился 43 VERB
задал 43 VERB
информация 43 NOUN
поблескиваю 43 VERB
привык 43 VERB
скомандовал 43 VERB
ночной 43 ADJF
прорицание 43 NOUN
перемена 43 NOUN
лужайка 43 NOUN
отсутствие 43 NOUN
летний 43 ADJF
ключ 43 NOUN
уголок 42 NOUN
использовать 42 INFN
ахнул 42 VERB
перевод 42 NOUN
преподавательский 42 ADJF
злобный 42 ADJF
столкнулся 42 VERB
худой 42 ADJF
питер 42 NOUN
одетый 42 ADJF
василиск 42 NOUN
пыльный 42 ADJF
домовый 42 ADJF
обладаю 42 VERB
напоминаю 42 VERB
содержимое 42 NOUN
принимаю 42 VERB
встать 42 INFN
трудный 42 ADJF
удаюсь 42 VERB
источник 42 NOUN
женский 42 ADJF
покинуть 42 INFN
стрелка 42 NOUN
сделался 42 VERB
род 42 NOUN
знаменитый 42 ADJF
никуда 42 ADVB
предпочитаю 42 VERB
радостный 42 ADJF
постепенен 42 ADJS
сосед 42 NOUN
господин 42 NOUN
высота 42 NOUN
рюкзак 42 NOUN
несомненен 42 ADJS
вставил 42 VERB
поглядываю 42 VERB
пожелал 42 VERB
злобно 41 ADVB
работать 41 INFN
забрался 41 VERB
отыскать 41 INFN
оливера 41 NOUN
пропал 41 VERB
четверо 41 NUMR
красный 41 NOUN
использование 41 NOUN
дверца 41 NOUN
капюшон 41 NOUN
ода 41 NOUN
толку 41 VERB
драконий 41 ADJF
нижний 41 ADJF
положение 41 NOUN
колдун 41 NOUN
миновал 41 VERB
витрина 41 NOUN
предположил 41 VERB
рассмеялся 41 VERB
вагон 41 NOUN
известие 41 NOUN
стать 41 NOUN
плотный 41 ADJF
остановил 41 VERB
покосился 41 VERB
лодка 41 NOUN
седьмой 41 ADJF
задыхаясь 41 GRND
набрал 41 VERB
стоять 41 INFN
отдать 41 INFN
принц 41 NOUN
повис 41 VERB
пещера 41 NOUN
рама 41 NOUN
отправиться 41 INFN
ножка 41 NOUN
уничтожить 41 INFN
парадный 41 ADJF
плакса 41 NOUN
дно 41 NOUN
оценка 41 NOUN
некий 41 ADJF
золотистый 41 ADJF
единорог 41 NOUN
хмур 40 ADJS
объясняю 40 VERB
алисий 40 NOUN
направо 40 ADVB
подбородок 40 NOUN
рассказывать 40 INFN
мерзкий 40 ADJF
ночное 40 NOUN
ярко 40 ADVB
успех 40 NOUN
вообще-то 40 CONJ
воспользовался 40 VERB
проел 40 VERB
помешал 40 VERB
предупредил 40 VERB
постель 40 NOUN
блещу 40 VERB
бьюсь 40 VERB
фыркнул 40 VERB
неприятность 40 NOUN
грубый 40 ADJF
вероятен 40 ADJS
схожу 40 VERB
искра 40 NOUN
захочется 40 VERB
протягивая 40 GRND
взволнованно 40 ADVB
селю 40 VERB
глупо 40 ADVB
оторвался 40 VERB
бог 40 NOUN
десятка 40 NOUN
заболел 40 VERB
тянусь 40 VERB
личный 40 ADJF
оставаться 40 INFN
неожиданный 40 ADJF
всякая 40 NPRO
остановить 40 INFN
стопка 39 NOUN
джастин 39 NOUN
потянул 39 VERB
ариана 39 NOUN
алый 39 ADJF
забрало 39 NOUN
придумать 39 INFN
безумный 39 ADJF
охраняю 39 VERB
гладкий 39 ADJF
секрет 39 NOUN
фон 39 NOUN
прохладный 39 ADJF
выдержал 39 VERB
синий 39 ADJF
полез 39 VERB
